idx,link_to_full_description,title,contributor_country,short_description,image,location-1-lat,location-1-lng,location-2-lat,location-2-lng,location-3-lat,location-3-lng,location-4-lat,location-4-lng,sdgs-tag-1,sdgs-tag-2,sdgs-tag-3,sdgs-tag-4,sdgs-tag-5,sdgs-tag-6,thematic_areas-tag-1,thematic_areas-tag-2,thematic_areas-tag-3,thematic_areas-tag-4,thematic_areas-tag-5,thematic_areas-tag-6
5752,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5752,"""Penccum Ndokh"" Restaurer la biodiversité et la nature sur une décharge",Senegal,"La solution consiste en une transformation radicale d'une vielle décharge sauvage de 20 ans en un espace public de revitalisation de la biodiversité que la population utilise pour se détendre, se réunir ou organiser des événements. Avec le soutien de jeunes bénévoles, la décharge installée sur une partie d'une vallée asséchée, a été nettoyée pendant au moins trois ans avant d'être restaurée dans son état actuel. Les oiseaux et les poissons ont déjà commencé à reconquérir l’espace aquatique.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/7540db86-59d5-4db7-9809-34e706ec05a7/93347c6080a015ddb9b6ff2688b67f67.jpeg,14.7392401,-17.514883,14.7043898,-16.0511737,,,,,Sustainable cities and communities,Climate action,Life below water,Clean water and sanitation,Affordable and clean energy,,environmental ecosystem,water management,waste water management,waste management,,
5702,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5702,Botanical Water Technologies Ltd,North Macedonia,The world’s first plant-based water. 💧 Are you an ‘aquapreneur’? UpLink and HCL have launched a new collaboration to tackle the global water crisis. Find out more about the 'Aquapreneur Innovation Initiative’ on UpLink: https://bit.ly/3zOIrKh,https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/d8561b4c-ea10-4f3c-810e-399c268be234/53957503ded02be2c94c4920a67d1f2a.jpg,51.5073219,-0.1276474,,,,,,,Sustainable cities and communities,Clean water and sanitation,Responsible consumption and production,,,,water mobilization,water,clean water,safe drinking water,,
5700,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5700,#Desolanator,North Macedonia,"Dutch start-up Desolenator uses solar energy to distill seawater and even contaminated water into clean, fresh, drinking water at low cost.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/d8561b4c-ea10-4f3c-810e-399c268be234/4cfa80bc0544b05dad8aff2fcd818669.jpg,25.0742823,55.1885387,50.8512438,5.6909768,,,,,Sustainable cities and communities,Clean water and sanitation,Responsible consumption and production,,,,water mobilization,clean water,safe drinking water,water,,
5699,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5699,#Phantor - Atmospheric Water Generator,North Macedonia,"A mobile atmospheric water generator (AWG) the size of a shipping container that harvests up to 10,000 liters of drinking water a day from the circulating air. 

WEF video explanation - https://www.weforum.org/videos/phantor-producing-drinking-water-from-thin-air 

Nico Rosberg on Greentech festival - https://twitter.com/NicoRosberg/status/1541824835638132736",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/d8561b4c-ea10-4f3c-810e-399c268be234/1b2d5f40917d17711d3a53e9b7357b52.jpg,48.5112961,14.5047566,42.00307,21.425246,,,,,Clean water and sanitation,Sustainable cities and communities,Responsible consumption and production,,,,clean water,water saving,safe drinking water,,,
5697,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5697,Hydro turbine and electricity generating system equipped with this turbine,Georgia,"The purpose of the invention is to utilize the energy of the river using its natural flow. The system includes series-connected hydro turbines, a generator, and a transmission mechanism for moving from the row of hydro turbines to the generator. The shafts of the hydro turbine are flexible and connected to each other.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/f0bccf7a-e1da-4728-acb1-85d343d51ed5/69b54d7464f3aaab7d4129917b4d7716.jpeg,41.707483,44.7744477,41.6934591,44.8014495,,,,,"Industry, innovation and infrastructure",Affordable and clean energy,Responsible consumption and production,,,,turbine,alternative energy,energy efficiency,water,reneweable energy,
5462,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5462,"Citizen Science on water quality motoring: ""El desafío del agua""",Argentina,"Description of citizen participation: Young people from 12 to 21 years old participated in the project for 3 days.  On the first day, they participated in online training sessions on the use of equipment and supplies provided by the project.  On the second day, an in-person meeting was held, where material for measuring physicochemical water variables was given.  On the last day, participants reflected in person about the collected results, the environmental issues impacting bodies of water, and the possibility to generate alternatives for improvement in water management.  Afterward, in a self-managed manner and together with a youth leader of the foundation, each participant uploaded the data to a section of the EarthEcho International's website, where there are more than 1.5 million records from all over the world, to share with the whole community.  Moreover, participants collaborated later with data analysis, phenomenon monitoring, and solution planning in meetings with activity coordinators of the organization EarthEcho International and the Coastal Development Institute Dr. Héctor Zaixso (National University of Patagonia San Juan Bosco [UNPSJB]). ",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/bea8c8c4-c2d1-4de8-879a-fb22b8f2b348/cdd96ee1970fcc499e80c5998229d0ad.png,-43.7128356,-68.7461817,-34.6067673,-58.3779475,,,,,Clean water and sanitation,Life below water,,,,,water conservation,water protection,clean water,,,
5333,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5333,Citizen science on flooding and waterlogging risk management,Argentina,"Description of citizen participation  Citizens participate mainly in:  1) Defining scenarios and building knowledge related to flood and waterlogging risks in the area, through two types of interactive participatory workshops: institutional (including specific activities aimed at some of the stakeholders in relation to their risk management role) and inter-institutional (aimed at members of all participating organizations with different risk management roles, which favors experience sharing). Activities are planned in two phases, in agreement with disaster risk management. The first stage involves knowledge and awareness of flood issues. The second stage consists of implementing techniques with a Participatory Action Research approach.  2) Producing data and phenomenon monitoring using a free mobile phone application (InundApp) easily installed and used. Thus, citizens can quickly report hydrometeorological events and affected elements in their immediate surroundings (collaborative mapping), by uploading text and capturing photographs. The application can be used to indicate which phenomenon is occurring and its effects. ",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/bea8c8c4-c2d1-4de8-879a-fb22b8f2b348/456db67ad89c1cca3e8799c4dd441a1e.jpg,-34.6075682,-58.4370894,,,,,,,Clean water and sanitation,Climate action,Sustainable cities and communities,,,,water management,environmental education,flooding,Weather,,
5330,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5330,"Citizen science on sustainable aggregates management in rivers and reservoirs: ""MASARE""",Argentina,"Description of citizen participation: Operators of mechanical sand mines installed on the Río Cuarto riverbed in the province of Córdoba, Argentina, are participating in the first stage of this project on behalf of the community. The work methodology is defined in a co-creative process based on continuous feedback, which includes all stakeholders (representatives of the community, management agencies and academic and research institutions).  Furthermore, sand mine operators, with extensive experience in the system under study, make significant technical and scientific contributions related to the evolution over time of the different processes to be studied (hydrology, hydraulics, sediment transport, etc.). More specifically, every month, sand mine operators take bed and suspended sediment samples and repeat this procedure after major flood events.  Additionally, operators report rainfall using instrumentation located in each sand mine to correlate the evolution of sediment transport characteristics with existing hydrometeorological conditions.  Representatives of academic and research institutions process the samples. The results are then transferred to the community and management agencies for analysis, and to jointly define and evaluate public policies.  ",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/bea8c8c4-c2d1-4de8-879a-fb22b8f2b348/c323db8a0480ae5897c183abb5069438.jpeg,-34.6067673,-58.3779475,-32.0967361,-63.7940923,,,,,Clean water and sanitation,Life on land,Sustainable cities and communities,,,,sediment management,public policy planning,water management,transportation,commerce,
5328,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5328,"Citizen science on invasive exotic fish and native aquatic fauna: ""Peces de la Puna Argentina""",Argentina,"Description of citizen participation: Citizens are responsible for:  

1- Surveying in the field various natural pools and geothermal springs with the names provided by citizens and translated into geo-referenced data. 

2- Categorizing these sites according to water usage (agricultural-livestock, domestic, etc.). 

3- Identifying springs with and without fish using illustrated species guides. 

4- Loading the information into a database using different fields, such as town, coordinates, fish species and density, date and time, environmental characteristics, and water usage. In this way, the local population will help to gain a real understanding of the distribution and natural history of the fish in the Puna. 

This knowledge will not only be a valuable scientific contribution from a different perspective but will also be a tool for the people of the Puna to argue in the future, based on hard data, about the impact caused by certain anthropogenic activities and, in particular, inadequately regulated extractive activities. In addition, it will eventually be possible to relate them to global climate change, especially in these fragile high-altitude wetland ecosystems whose aquifers depend on glacier water contributions during spring and summer. ",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/bea8c8c4-c2d1-4de8-879a-fb22b8f2b348/0106a926f2b5e14de5687fb1fdddab6d.jpg,-34.6067673,-58.3779475,-27.1910825,-67.105374,,,,,Climate action,Quality education,Good health and well-being,,,,aquatic fauna,environmental education,native fauna,water conservation,environmental ecosystem,
5159,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5159,Pompe éolienne,Burkina Faso,La solution permet de pomper l'eau en utilisant du vent pour réduire les charges des producteurs agricoles et des ménages.,https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/e7e2a7be-5a45-4669-83f5-5539c538c020/037c3d78c04749d368d2fde33cf3f2a8.jpeg,12.4728759,-1.6544787,12.3681873,-1.5270944,,,,,Responsible consumption and production,Affordable and clean energy,Decent work and economic growth,Climate action,,,pumping,water,wind energy,,,
5113,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=5113,Chauffe-eau solaire,Burkina Faso,"Le chauffe-eau solaire monobloc est une technologie à économie d’énergie destiné à la production d’eau chaude dans les formations sanitaires et pour améliorer le confort dans les habitations, les hôtels et autres lieux d’hébergement d’une part et d’autre part à réduire la consommation du bois de chauffe, du charbon de bois et du gaz butane.

Le chauffe-eau solaire existe en deux volumes de 100 et 200litres. Il peut être installé partout en milieux urbain comme rural non desservis par l’office national de l’eau,  à même le sol comme en hauteur sur le toit des bâtiments. Il est robuste, une maintenance quasi nulle qui se résume à nettoyer la poussière de la surface du capteur.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/e7e2a7be-5a45-4669-83f5-5539c538c020/54e97e127a70d612499d1f42f42c8f08.jpg,12.3681873,-1.5270944,12.4728759,-1.6544787,,,,,Climate action,Affordable and clean energy,Reduced innequalities,Responsible consumption and production,,,climate change,sanitation,solar energy,water,,
4926,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4926,Water Powered Generator,Malawi,There is limited access to clean and affordable power supply within the country. The water-powered Genset runs using water instead of petrol or diesel. It produces electricity and the waste product is distilled water.,https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/d10d221a-f2bc-4d5b-9c4a-88c2d2c93d05/abaf385664f3ab22a2b300415500ec96.jpg,-13.9605671,33.7871164,-13.9875107,33.768144,,,,,Affordable and clean energy,Clean water and sanitation,,,,,sustainable energy,clean water,clean energy,,,
4749,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4749,LAVATOR,Burkina Faso,"Cette solution permet de soulager les tâches ménagères des femmes. Réduction du gaspillage d'eau pendant les lessives. Énergie propre, solution écologique et économique. ",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/e7e2a7be-5a45-4669-83f5-5539c538c020/660e7bc4ca27979654e2969801c023df.jpeg,12.4728759,-1.6544787,,,,,,,Climate action,Affordable and clean energy,"Industry, innovation and infrastructure",Reduced innequalities,Good health and well-being,,water,solar energy,reneweable energy,,,
4675,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4675,Solar irrigation in Bangladesh,Bangladesh,"Solar based irrigation systems are innovative and environment friendly solution for the agro-based economy of Bangladesh. The program intends to provide irrigation facility to rural off-grid areas. Solar irrigation systems reduce dependency on fossil fuel and demand for electricity from national grid in irrigation seasons. The program also reduces carbon emission and at the same time saves millions in foreign currency. Moreover, the solar irrigation assists farmers by providing cheaper irrigation service compared to diesel-based pumps. Given the immense potential the program aims to install solar PV-based irrigation systems in areas where there are possibilities to produce three types of crops throughout the year, all the while staying safe from flooding, arsenic contamination and saline water. To work towards this end, IDCOL has now set a target of installing 10,000 solar irrigation pumps by 2027.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/aa6bcf24-661a-4be7-b6ac-6924e1ae5576/bc1beddfc10d20b865ec2d0ea3158e37.jpg,23.778261,90.379521,,,,,,,Zero hunger,No poverty,Responsible consumption and production,Climate action,Affordable and clean energy,,solar energy,irrigation,,,,
4670,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4670,Solar-powered water production unit,Fiji,"Galoa District School located in Bua, Fiji, has been provided solar-powered water production units that produces pure and clean water out of thin air. The school previously did not have access to clean, safe drinking water. Hydro panels create approximately 4-10 litres a day, depending on weather conditions. The school was provided 2 hydro panels, but given the large number of students they would need more panels to fully cater for everyone, however, it is a good starting point. ",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/a9f19abb-39ac-4ad2-a01f-8c5966e93cb8/f729fa5c6e1d5a93223bf397821f8855.png,-18.2587952,178.0024423,-18.1440383,178.422959,,,,,Sustainable cities and communities,Clean water and sanitation,Affordable and clean energy,,,,solar energy,renewable energy,clean water,,,
4641,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4641,Bhumijo - an urban sanitation solution,Bangladesh,"There are less than 100 usable toilets in Dhaka - a city of more than 20 million people. In this situation, Bhumijo, a local social enterprise, has come up with a much needed solution. Bhumijo provides facilities that include male toilet, urinal, wash stations, drinking water, separate female facilities and differently abled-friendly toilet with wash stations. Besides these, the facilities also include diaper changing station, ablution and legwashing area. Additional features include provision of shower, laundromat service and refreshments (tea, snacks etc). The facilities are equipped with smart entry, feedback and security system. Video, static and audio advertising spaces are available both inside and outside the facility. Bhumijo believes clean toilet is a human right. No women should be worried about public toilets while out. Public toilets should be clean and usable when needed. The job of providing clean toilet service should be dignified and valued. Bhumijo envisions to end the public toilet crisis all over Bangladesh by 2030.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/aa6bcf24-661a-4be7-b6ac-6924e1ae5576/4e2f8b3230a72af3c11ba05b569beb73.jpg,23.778261,90.379521,,,,,,,Quality education,Clean water and sanitation,,,,,sanitation,,,,,
4555,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4555,Connecting citizens with recycling companies and a rewards system,Mexico,"Through an app and a loyalty program for both citizens and recycling companies, Ecolana is a woman led initiative to promote recycling by connecting citizens, recycling companies, and businesses that promote reusing containers. They also generate a series of challenges and education materials that are available in their app and website.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/2df0ef09-7646-4c5f-ae32-5051ad1090ec/f64bed9a685dce1f39d9ac1593b59391.png,19.41220201,-99.14749146,,,,,,,Responsible consumption and production,Climate action,Sustainable cities and communities,,,,water management,circular economy,recycling,,,
4550,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4550,Fungi recyclable textiles and materials,Mexico,"Radial Biomateriales uses fungal biotech to transforms agricultural waste into carbon neutral materials that include uses in packaging, textiles and others; replacing styrofoam, MDF, and animal or plastic leather.

With this technology, the materials they develop may have different characteristics ranging from impact resistance, low density, insulation, high flexibility and even fireproof, all this with the significant difference that are materials grown in laboratories and 100% compostable.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/2df0ef09-7646-4c5f-ae32-5051ad1090ec/b754e4b98d81bc2bb5d3428e3f11bc6a.jpg,20.7258395,-103.342633,20.62529373,-103.4374809,,,,,Climate action,Sustainable cities and communities,Responsible consumption and production,,,,sustainable manufacturing,water management,agricultural waste,waste reduction,,
4510,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4510,Hot water for showers and air heating systems: Ducha de Sol (Sun Shower),Argentina,"This is a socio-environmental project which objective is to provide hot water for showers and air heating systems for all types of homes, harnessing the clean and sustainable energy of the sun.  To do this, a solar water heater and a solar heater were created, made with recyclable and low-cost materials, which reduce the consumption of traditional fuels and contribute to caring for the environment. In addition, in vulnerable populations, they allow people to obtain hygiene and comfort by providing the possibility of a hot shower and a warm home in winter, which improves self-esteem and social inclusion. ",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/bea8c8c4-c2d1-4de8-879a-fb22b8f2b348/63d09891aa6a7388189289e82efc8fe4.jpg,-34.6067673,-58.3779475,-34.787093,-68.4381868,,,,,Reduced innequalities,Sustainable cities and communities,Affordable and clean energy,"Industry, innovation and infrastructure",,,solar water heater,the vulnerable members of our society,sustainable energy,accessibility,,
4509,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4509,“Social plug-ins” that provide hot showers: Sumando Energías (Adding Energies),Argentina,"The purpose of this project is to meet people’s basic needs in slums by harnessing waste recycling and ""home"" use of renewable energies.  Sumando Energías is dedicated to installing what they call “social plug-ins”. They offer workshops so that by means of using aluminum cans, plastic bottles, PVC pipes, Styrofoam, and tetra paks, volunteers and people interested in different disciplines can learn how to use solar energy, heat water, and provide a hot shower to families in left-behind neighborhoods. This project involves a collaborative and participatory construction with the families.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/bea8c8c4-c2d1-4de8-879a-fb22b8f2b348/00867985c85381453c8c37610ea5dd9f.jpg,-34.6067673,-58.3779475,-34.9964963,-64.9672817,,,,,Affordable and clean energy,Reduced innequalities,Sustainable cities and communities,"Industry, innovation and infrastructure",,,inclusion,accessibility,the vulnerable members of our society,sustainable energy,solar water heater,
4366,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4366,Self-acting water pump,Ethiopia,"Access to water is a challenge in rural areas, due to access to energy to supply water from the sources. Such pumping device has been used for nearly a century in rural indigenous community for lifting water to certain height, which is useful application for water pumping and supply to a community. This pump is powered by wind.

Constraint: From the pump, a particular hydram works under a particular range of drive flow and of drive height. If the drive height or drive flow is too low, the water has not enough energy to create a water hammer effect. If the drive height or the drive flow is too high, the energy of the water causes too much stress on the pump and reduces its life time.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/d4f9b41c-bd86-464e-b759-73079e51709f/8aedab3f2817d812c8071bbc409e8ae0.jpg,9.0147874,38.7645017,,,,,,,Clean water and sanitation,Affordable and clean energy,,,,,water supply,wind pump,,,,
4355,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4355,LifeBox,Egypt,"LifeBox, an alternative solution of sustainable decentralized infra-structure that provides both clean energy and safe water from solar power at a reasonable price empowering farming and tourism business in less-served communities. LifeBox is a solar-powered, all-in-one, self-contained and fast-deployable unit made of reused or recycled shipping containers delivering clean electricity, purified or desalinated water. It acts as a green decentralized mobile infra-structure that’s scalable.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/8b1cdeaf-3bdd-41ae-b076-cb25d454d336/874206e1813e128940b98cf5db7120ff.png,30.0443879,31.2357257,30.0645581,31.2275371,,,,,Clean water and sanitation,Affordable and clean energy,,,,,solar energy,clean water,,,,
4354,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4354,Shamsina,Egypt,"Shamsina designs, manufactures and delivers affordable, locally-made solar water heaters for all Egyptians, from energy poor communities to energy-conscious consumers. Our local production process helps revive industry and strengthens local know-how. Through a cross-subsidy model, Shamsina makes reliable solar water heaters widely accessible, reaching every corner of the country and especially those who struggle most. Shamsina’s grid-free model transforms the way we secure energy by decentralizing access and freeing users from monthly bills. Every step of our process is eco-friendly and socially-centered.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/8b1cdeaf-3bdd-41ae-b076-cb25d454d336/2b0321c0b01c1d953b277b6a1207da09.jpg,30.0645581,31.2275371,30.0443879,31.2357257,,,,,Affordable and clean energy,,,,,,solar energy,solar water heater,,,,
4290,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4290,Water will,Egypt,"Water will is an Egyptian company that aims to develop innovative solutions for water problems around the world. The biggest mission of “Water Will” is to come up with solutions for water problems on different scales, so everyone around the world can afford to have his basic needs of clean water.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/8b1cdeaf-3bdd-41ae-b076-cb25d454d336/3da8b5df464462f00b16f95aba97f1d2.png,30.0645581,31.2275371,30.0443879,31.2357257,,,,,Clean water and sanitation,"Industry, innovation and infrastructure",,,,,safe drinking water,clean water,,,,
4077,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4077,#MappingSolutions: recycled plastic sorting containers,Guatemala,This is one of the different types of containers identified that can be used to set up waste separation stations at low cost. ,https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/c0cf96d2-f3ee-40e1-b774-0390912d55e8/3de8844988457c55c742fd56dc5a27f5.jpg,14.6222328,-90.5185188,14.5874622,-90.5162334,,,,,Responsible consumption and production,Life below water,Sustainable cities and communities,,,,waste water management,community involvement,recycle waste plastic,recycling,municipal,
4043,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4043,#InnovationChallenge: Recycling plants for their products,Guatemala,"Cervecería Centro Americana S.A. and Reciclados de Centro América S.A. inaugurated the new PET recycling plant with the innovative BTB technology, a process through which post-consumer PET bottles are transformed into raw material to be remanufactured for use in the food industry.

 The goal is to reach more than 14 thousand tons per year, equivalent to more than 700 vans. This process will contribute to saving resources, reducing pollution, extending the useful life of materials, reducing the volume of space occupied by plastic waste to prevent it from becoming garbage, and creating sources of direct and indirect jobs.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/c0cf96d2-f3ee-40e1-b774-0390912d55e8/d67b74d0988a2347dc8032d19d0e5aee.png,14.5874622,-90.5162334,14.6222328,-90.5185188,,,,,Sustainable cities and communities,Responsible consumption and production,Climate action,Partnerships for the goals,,,waste water management,recycle waste plastic,circular economy,corporate responsability,,
4031,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4031,#InnovationChallenge: Dry toilets and sanitation system for rural communities,Guatemala,"This solution was mapped thanks to the third edition of the challenge ""Innovating together for children and sustainable development"", which aimed to boost solutions that had an impact on clean and affordable energy or solid and liquid waste management. To combat the sanitation crisis and the dangerous consequences of disease transmission, health and hygiene problems, Mosan provides a complete, climate-positive sanitation solution, a human excreta collection service and its transport to Mosan Transformation centers. All solutions of the challenge had a great potential, however, MOSAN has all the characteristics of an innovative solution for sustainable development for Guatemala and many other communities that need sanitation, clean water, and health conditions. So far, this solution is already contributing to the community of Santa Catarina Palopó, providing an alternative management for human organic waste, and preventing polluted water and material be thrown at Lake Atitlan.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/c0cf96d2-f3ee-40e1-b774-0390912d55e8/b5757a6c9f0db9a34316f0b732201c62.png,14.5874622,-90.5162334,14.6801462,-91.1861738,,,,,Partnerships for the goals,Clean water and sanitation,Reduced innequalities,Sustainable cities and communities,Climate action,Life below water,sanitation,waste water management,water protection,circular business model,,
4025,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4025,Recycling oil and protecting water - Advocacy,Guatemala,"The Friends of the Lake have seen collecting and recycling the oil as a solution to that problem. In 2019 they saved 41,000 acres of Lake Atitlán's surface water from cooking oil contamination, 128% of its surface area.

They collected 19,375.4 liters of cooking oil which was recycled to create soap.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/c0cf96d2-f3ee-40e1-b774-0390912d55e8/f78c6ea86f0f222a5c4328aee14084c2.png,14.5874622,-90.5162334,14.6801462,-91.1861738,,,,,Clean water and sanitation,Life below water,Life on land,,,,clean water,recycling oil,techonology,advocacy,women participation,circular economy
4022,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=4022,Water conservation fund - Advocacy,Guatemala,"Water Fund whose mission is to contribute to the long-term availability of water supply for the Metropolitan Region of Guatemala, raising awareness about its responsible use and carrying out efficient conservation and risk reduction actions, through public-private partnerships that guarantee financial sustainability.",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/c0cf96d2-f3ee-40e1-b774-0390912d55e8/b710b45be42acb484ee53588b00d5741.png,14.5874622,-90.5162334,14.6222328,-90.5185188,,,,,Sustainable cities and communities,Clean water and sanitation,Life below water,,,,advocacy,citizen science,education,environmental education,water conservation,clean water
3746,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=3746,Biorremediación de agua,Ecuador,"Innovators: Universidad Nacional Santiago Antúnez de Mayolo Río Santa Ana community members (Canrey chico) Instituto de Montaña Rivers and other sources of water which farmers and communities depend on are polluted or have been negatively impacted from mining. Heavy metals in water poses an important threat to health and the environment. The Río Santa community in Perú has been trained in: analizing its water sources with the use of simple technological devices and use a filter system which consists of different water ponds with filtering plants and rocks. Polluted water travels and passes by filtering ponds and levels before arriving to farms or before community use. Communities chose the filtering plants to be used, which generate a bacteria that reduces metal pollution. Water becomes usable for agricultural purposes (not drinking).",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/a283182a-ddee-4887-bc46-954d8b80b9b0/0aee4dc045f8d70534030024b7afcd60.jpg,-0.1626484,-78.4606464,-9.6696517,-77.4526048,,,,,Clean water and sanitation,Life on land,,,,,clean water,,,,,
3603,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=3603,"Citizen science on the marine environment: ""El Veril del Banco de Afuera""",Argentina,"Description of citizen participation: The idea behind ""El Veril del Banco de Afuera"" (Outer Bank Reef) lies in the collaboration between the National Institute for Fisheries Research and Development (INIDEP in Spanish) and the ""Escualo” Underwater Activities Center (CASE in Spanish) diving club in collecting information on the marine environment in order to coordinate an integrated monitoring effort towards the evaluation of possible changes linked to ocean acidification in the coastal site of Mar del Plata.   CASE scuba divers collect seawater samples (for the analysis of pH levels and total alkalinity, salinity, dissolved oxygen, chlorophyll-a, phytoplankton and bacterioplankton abundance) during their recreational outings to ""El Veril"" (a coastal site visited by divers due to its good visibility and variety of marine species) on a semi-monthly basis. They also record the metadata required at the sampling site (GPS coordinates, date and time, sampling depth, the dive computer temperature profiles, and sea conditions). ",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/bea8c8c4-c2d1-4de8-879a-fb22b8f2b348/8126c533aeaa98bbdc68e8e97d5b0d3b.jpg,-37.9977225,-57.5482703,,,,,,,Life below water,,,,,,citizen engagment and feedback,water,ocean,conservation,coral,
3601,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=3601,"Citizen science on cyanobacteria and water bodies eutrophication: ""CYANO""",Argentina,"Description of citizen participation: Citizens participate in workshops, visual monitoring, data interpretation and communication. The Spanish acronym stands for the following:

· Control: Monitoring of cyanobacteria and other ELM water quality aspects, with systematized measures and adequate space-time resolution

· Y (and): The nexus involving citizens, research teaching staff, and students of FCEFyN-UNC.

· Alert(alert): After processing field data, supplemented with lab data, the risk levels associated to cyanobacteria exposure are informed to schools, decision-makers, and society.

· Niveles (levels): A risk level is assigned, and recommendations are made for different water uses.

· Observados (observed): Personnel from the Search and Rescue Group of Calamuchita and citizens perform visual monitoring at ELM. ",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/bea8c8c4-c2d1-4de8-879a-fb22b8f2b348/b963bf400ee04d6de997310f14d98522.jpg,-32.0967361,-63.7940923,,,,,,,Good health and well-being,Clean water and sanitation,Sustainable cities and communities,,,,sanitation,education,safe drinking water,health,health and wellbeing,
3599,https://solutions.sdg-innovation-commons.org/en/edit/pad?id=3599,"Citizen science on technical and diagnostic assessment on urban floods: ""COINCIDE: DPLUS""",Argentina,"Description of citizen participation: The community offers valuable insight into the basin behavior, which is combined with the technical expertise of the research team to produce a conceptual model of the system operation. Both hydrometeorological (rainfall) and hydrological data (flows draining through the streets) must be recorded for this. Additionally, citizens collaborate to define pertinent locations for collecting hydrological data. Different solutions are also proposed in collaboration, working on their sustainability and feasibility, both to be presented to the corresponding governmental institution and to be applied by the community. The research team in charge of the project receives the records created by the community. Reports are created, published, and sent to the community following the record validation",https://acclabplatforms.blob.core.windows.net/solutions-mapping/uploads/sm/bea8c8c4-c2d1-4de8-879a-fb22b8f2b348/fabbf7d0732b7a8402df9e05410bd6da.jpeg,-37.1499173,-60.1318439,-31.3953761,-64.2068539,,,,,Climate action,"Industry, innovation and infrastructure",Sustainable cities and communities,,,,water management,climate resiliency,collaboration,data,,
